"establishment_id","event_month","product","accumulated_mrr"
13,2024-03-01 00:00:00.000 -0300,delivery,99.90000000000000000000
13,2024-06-01 00:00:00.000 -0300,delivery,0.00000000000000000000
21,2024-03-01 00:00:00.000 -0300,delivery,184.90000000000000000000
21,2024-04-01 00:00:00.000 -0300,delivery,0.00000000000000000000
30,2024-03-01 00:00:00.000 -0300,delivery,99.90000000000000000000
30,2024-05-01 00:00:00.000 -0300,delivery,0.00000000000000000000
49,2024-03-01 00:00:00.000 -0300,mobile,184.90000000000000000000
49,2024-04-01 00:00:00.000 -0300,mobile,0.00000000000000000000
50,2024-11-01 00:00:00.000 -0300,cardapio_digital,527.06000000000000000000
51,2024-11-01 00:00:00.000 -0300,cardapio_digital,1734.61000000000000000000
51,2024-11-01 00:00:00.000 -0300,mobile,0.00000000000000000000
61,2024-03-01 00:00:00.000 -0300,delivery,99.90000000000000000000
61,2024-04-01 00:00:00.000 -0300,delivery,0.00000000000000000000
63,2024-11-01 00:00:00.000 -0300,cardapio_digital,1346.90000000000000000000
65,2024-03-01 00:00:00.000 -0300,delivery,99.90000000000000000000
65,2024-05-01 00:00:00.000 -0300,delivery,0.00000000000000000000
67,2024-12-01 00:00:00.000 -0300,cardapio_digital,331.06000000000000000000
67,2025-01-01 00:00:00.000 -0300,cardapio_digital,331.06000000000000000000
68,2024-11-01 00:00:00.000 -0300,cardapio_digital,1642.10000000000000000000
68,2025-01-01 00:00:00.000 -0300,cardapio_digital,1873.73000000000000000000
69,2024-11-01 00:00:00.000 -0300,cardapio_digital,300.00000000000000000000
71,2024-11-01 00:00:00.000 -0300,cardapio_digital,214.75000000000000000000
71,2024-11-01 00:00:00.000 -0300,mobile,127.45000000000000000000
71,2025-01-01 00:00:00.000 -0300,cardapio_digital,230.20000000000000000000
71,2025-01-01 00:00:00.000 -0300,mobile,127.45000000000000000000
72,2024-11-01 00:00:00.000 -0300,mobile,199.64000000000000000000
72,2025-01-01 00:00:00.000 -0300,mobile,0.00000000000000000000
73,2024-11-01 00:00:00.000 -0300,cardapio_digital,306.98000000000000000000
74,2024-11-01 00:00:00.000 -0300,cardapio_digital,414.81000000000000000000
74,2025-01-01 00:00:00.000 -0300,cardapio_digital,0.00000000000000000000
75,2024-11-01 00:00:00.000 -0300,cardapio_digital,803.44000000000000000000
75,2024-12-01 00:00:00.000 -0300,cardapio_digital,724.56000000000000000000
79,2025-01-01 00:00:00.000 -0300,mobile,153.75000000000000000000
83,2024-11-01 00:00:00.000 -0300,cardapio_digital,403.60000000000000000000
86,2024-11-01 00:00:00.000 -0300,cardapio_digital,679.90000000000000000000
86,2024-12-01 00:00:00.000 -0300,cardapio_digital,560.00000000000000000000
89,2024-11-01 00:00:00.000 -0300,cardapio_digital,420.38000000000000000000
89,2024-11-01 00:00:00.000 -0300,mobile,199.90000000000000000000
89,2024-12-01 00:00:00.000 -0300,cardapio_digital,463.90000000000000000000
89,2024-12-01 00:00:00.000 -0300,mobile,0.00000000000000000000
89,2025-01-01 00:00:00.000 -0300,cardapio_digital,463.90000000000000000000
90,2024-11-01 00:00:00.000 -0300,cardapio_digital,753.56000000000000000000
92,2024-10-01 00:00:00.000 -0300,cardapio_digital,889.90000000000000000000
92,2024-11-01 00:00:00.000 -0300,cardapio_digital,639.95000000000000000000
93,2024-11-01 00:00:00.000 -0300,cardapio_digital,371.12000000000000000000
93,2024-11-01 00:00:00.000 -0300,mobile,199.90000000000000000000
93,2024-12-01 00:00:00.000 -0300,cardapio_digital,0.00000000000000000000
93,2024-12-01 00:00:00.000 -0300,mobile,0.00000000000000000000
95,2024-11-01 00:00:00.000 -0300,cardapio_digital,466.65000000000000000000
95,2024-11-01 00:00:00.000 -0300,mobile,0.00000000000000000000
98,2024-11-01 00:00:00.000 -0300,cardapio_digital,494.86000000000000000000
98,2024-11-01 00:00:00.000 -0300,mobile,0.00000000000000000000
99,2024-11-01 00:00:00.000 -0300,mobile,268.00000000000000000000
99,2024-12-01 00:00:00.000 -0300,mobile,0.00000000000000000000
101,2024-11-01 00:00:00.000 -0300,cardapio_digital,589.00000000000000000000
101,2024-11-01 00:00:00.000 -0300,mobile,0.00000000000000000000
103,2024-12-01 00:00:00.000 -0300,cardapio_digital,238.00000000000000000000
103,2024-12-01 00:00:00.000 -0300,mobile,119.60000000000000000000
112,2024-11-01 00:00:00.000 -0300,cardapio_digital,581.00000000000000000000
112,2024-11-01 00:00:00.000 -0300,mobile,0.00000000000000000000
114,2024-03-01 00:00:00.000 -0300,cardapio_digital,949.90000000000000000000
114,2024-07-01 00:00:00.000 -0300,cardapio_digital,979.90000000000000000000
144,2024-06-01 00:00:00.000 -0300,cardapio_digital,814.90000000000000000000
144,2024-07-01 00:00:00.000 -0300,cardapio_digital,619.90000000000000000000
165,2024-11-01 00:00:00.000 -0300,cardapio_digital,1438.93000000000000000000
165,2024-11-01 00:00:00.000 -0300,mobile,0.00000000000000000000
166,2024-11-01 00:00:00.000 -0300,cardapio_digital,930.10000000000000000000
166,2024-11-01 00:00:00.000 -0300,mobile,0.00000000000000000000
166,2024-12-01 00:00:00.000 -0300,cardapio_digital,930.10000000000000000000
166,2024-12-01 00:00:00.000 -0300,mobile,0.00000000000000000000
166,2025-01-01 00:00:00.000 -0300,cardapio_digital,755.05000000000000000000
166,2025-01-01 00:00:00.000 -0300,mobile,0.00000000000000000000
171,2024-10-01 00:00:00.000 -0300,cardapio_digital,589.90000000000000000000
171,2024-12-01 00:00:00.000 -0300,cardapio_digital,394.00000000000000000000
174,2024-03-01 00:00:00.000 -0300,delivery,184.90000000000000000000
174,2024-04-01 00:00:00.000 -0300,delivery,0.00000000000000000000
180,2024-03-01 00:00:00.000 -0300,delivery,99.90000000000000000000
180,2024-05-01 00:00:00.000 -0300,delivery,0.00000000000000000000
181,2024-03-01 00:00:00.000 -0300,mobile,99.90000000000000000000
181,2024-04-01 00:00:00.000 -0300,mobile,0.00000000000000000000
184,2024-04-01 00:00:00.000 -0300,delivery,99.90000000000000000000
184,2024-08-01 00:00:00.000 -0300,delivery,0.00000000000000000000
197,2024-03-01 00:00:00.000 -0300,delivery,184.90000000000000000000
197,2024-04-01 00:00:00.000 -0300,delivery,99.90000000000000000000
200,2024-11-01 00:00:00.000 -0300,cardapio_digital,1321.90000000000000000000
200,2024-11-01 00:00:00.000 -0300,mobile,0.00000000000000000000
202,2024-11-01 00:00:00.000 -0300,cardapio_digital,504.90000000000000000000
202,2024-11-01 00:00:00.000 -0300,mobile,0.00000000000000000000
202,2025-01-01 00:00:00.000 -0300,cardapio_digital,504.90000000000000000000
202,2025-01-01 00:00:00.000 -0300,mobile,0.00000000000000000000
205,2024-03-01 00:00:00.000 -0300,delivery,184.90000000000000000000
205,2024-05-01 00:00:00.000 -0300,delivery,0.00000000000000000000
221,2024-11-01 00:00:00.000 -0300,mobile,278.93000000000000000000
221,2024-12-01 00:00:00.000 -0300,mobile,0.00000000000000000000
227,2024-03-01 00:00:00.000 -0300,delivery,99.90000000000000000000
227,2024-04-01 00:00:00.000 -0300,delivery,0.00000000000000000000
231,2024-11-01 00:00:00.000 -0300,cardapio_digital,405.96000000000000000000
231,2024-11-01 00:00:00.000 -0300,mobile,0.00000000000000000000
236,2024-11-01 00:00:00.000 -0300,cardapio_digital,550.00000000000000000000
236,2024-11-01 00:00:00.000 -0300,mobile,99.00000000000000000000
237,2024-11-01 00:00:00.000 -0300,mobile,300.00000000000000000000
237,2025-01-01 00:00:00.000 -0300,mobile,0.00000000000000000000
246,2024-03-01 00:00:00.000 -0300,delivery,99.90000000000000000000
294,2024-03-01 00:00:00.000 -0300,delivery,99.90000000000000000000
294,2024-04-01 00:00:00.000 -0300,delivery,0.00000000000000000000
